cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
CO008,2017-03-25T00:00:00,16.84,9.86666666666667,2.54,95.3,71.99,44.52,0.82380375,0,23.93,5.12958333333333,0,108,274,487,553,4
CO008,2017-03-26T00:00:00,20.7,13.15625,5.68,94.5,60.71625,26.3,1.358991,2.8,35.11,6.45041666666667,0,35,399,650,341,4
CO008,2017-03-27T00:00:00,15.83,12.5708333333333,10.23,95.2,80.9141666666667,65.7,0.496521,3,16.8,3.79,0,105,263,378,675,4
CO008,2017-03-28T00:00:00,21.16,14.20125,8.76,98.4,77.6291666666667,41.73,1.26729,0,14.53,2.943,0,390,610,342,85,4
CO008,2017-03-29T00:00:00,24.3,14.7670833333333,5.35,98.4,66.8229166666667,34.75,1.36998,0.2,14.86,2.8252380952381,0,252,455,341,371,4
CO008,2017-03-30T00:00:00,24.84,15.4808333333333,5.48,96.8,59.7454166666666,26.46,1.22007825,0,15.02,2.96173913043478,0,211,374,385,453,4
CO008,2017-03-31T00:00:00,23.1,16.8325,8.09,90.5,58.6225,35.02,1.38767175,0,20.2,5.51318181818182,0,174,279,249,711,4
CO008,2017-04-01T00:00:00,21.16,14.1454166666667,6.22,97.4,67.0404166666667,32.13,1.43484525,0,24.09,3.53916666666667,0,443,365,231,370,4
CO008,2017-04-02T00:00:00,23.83,13.7958333333333,3.68,95.3,58.17875,21.21,1.46523375,0,17.61,2.87375,0,229,663,468,61,4
CO008,2017-04-03T00:00:00,24.37,14.8179166666667,4.28,92.4,53.96,21.5,1.43678925,0,17.61,3.54772727272727,0,264,516,410,227,4
CO008,2017-04-04T00:00:00,25.37,14.6141666666667,3.82,94.4,54.7658333333333,16.32,1.48425525,0,16.64,3.12608695652174,0,149,767,479,31,3
CO008,2017-04-05T00:00:00,24.57,14.53625,3.95,92.6,53.85,21.25,1.47820725,0,20.85,4.76260869565217,0,71,916,429,11,3
CO008,2017-04-06T00:00:00,24.04,14.7975,4.55,88,54.9329166666667,22.99,1.48461075,0,18.58,3.94791666666667,0,118,752,436,109,4
CO008,2017-04-07T00:00:00,26.03,15.3570833333333,4.95,95,59.2920833333333,24.35,1.4739435,0,18.91,3.28739130434783,0,226,385,420,389,4
CO008,2017-04-08T00:00:00,24.97,15.2404166666667,4.95,92,56.5429166666667,23.02,1.502667,0,13.72,2.87565217391305,0,306,402,373,341,4
CO008,2017-04-09T00:00:00,26.57,15.9833333333333,5.22,94.3,57.2791666666667,21.79,1.4922675,0,15.18,3.2752380952381,0,357,381,303,383,4
CO008,2017-04-10T00:00:00,27.5,17.0945833333333,5.88,93.2,52.9741666666667,18.84,1.5345765,0,16.64,3.07458333333333,0,262,473,377,311,4
CO008,2017-04-11T00:00:00,28.97,17.235,5.95,90.8,53.3166666666667,15.99,1.5178365,0,16.8,2.21272727272727,0,239,509,437,234,4
CO008,2017-04-12T00:00:00,30.43,19.5920833333333,7.09,85.4,44.65875,16.37,1.5279975,0,15.18,2.435,0,222,525,363,303,4
CO008,2017-04-13T00:00:00,28.91,19.8416666666667,9.1,82.3,49.78125,24.1,1.42013025,0,22.15,4.89541666666667,0,387,251,158,618,4
CO008,2017-04-14T00:00:00,26.04,18.7579166666667,13.63,92.4,66.9191666666667,34.81,1.272987,0,18.42,4.39708333333333,0,402,52,56,910,4
CO008,2017-04-15T00:00:00,26.83,19.77625,10.49,93.5,55.98375,27.13,1.450098,0,17.45,3.35083333333333,0,431,223,153,618,4
CO008,2017-04-16T00:00:00,29.04,19.73,9.43,90.5,53.8404166666667,24.85,1.27064025,0,18.74,3.86904761904762,0,360,329,328,406,4
CO008,2017-04-17T00:00:00,29.9,21.2258333333333,10.89,87.4,49.4058333333333,22.23,1.55868075,0,15.18,2.52333333333333,0,330,328,333,433,4
CO008,2017-04-18T00:00:00,32.03,21.0708333333333,9.7,87.3,50.3929166666667,17.55,1.4104035,0,13.07,2.75,0,347,410,406,251,4
CO008,2017-04-19T00:00:00,28.77,19.22625,11.03,81.6,55.60875,28.18,1.227735,0,20.53,3.49391304347826,0,237,492,394,301,4
CO008,2017-04-20T00:00:00,26.9,19.45375,13.96,71.3,45.5945833333333,22.57,1.4011335,0,20.85,7.35416666666667,0,71,557,466,330,4
CO008,2017-04-21T00:00:00,25.23,17.4679166666667,8.76,74.4,44.48625,22.81,1.45593,0,17.61,4.20333333333333,0,219,376,317,508,4
CO008,2017-04-22T00:00:00,26.03,18.2070833333333,9.96,92.8,52.8508333333333,19.27,1.36134,0.4,17.12,4.23041666666667,0,225,425,277,493,4
CO008,2017-04-23T00:00:00,27.77,20.01625,12.83,80,53.35,29.93,1.43705475,0,17.29,3.97208333333333,0,222,401,362,438,4
CO008,2017-04-24T00:00:00,27.1,19.9633333333333,10.36,84,49.1508333333333,28.21,1.2203235,0,16.64,3.28541666666667,0,165,353,462,448,4
CO008,2017-04-25T00:00:00,24.1,19.2066666666667,13.76,82,59.5954166666667,40.13,1.380438,0,24.74,7.73416666666667,0,258,127,126,894,4
CO008,2017-04-26T00:00:00,22.57,18.0170833333333,15.1,80.1,60.44625,34.15,1.02417075,0,21.01,7.59166666666667,0,93,0,58,1258,4
CO008,2017-04-27T00:00:00,20.7,16.6870833333333,14.5,96.6,73.155,50.29,0.67029525,7.4,12.75,3.99625,0,346,214,281,576,4
CO008,2017-04-28T00:00:00,16.1,14.015,11.83,97.9,91.575,82.8,0.4278645,22.8,17.29,4.02125,0,222,722,133,346,4
CO008,2017-04-29T00:00:00,20.64,15.4495833333333,12.3,98.8,84.805,60.92,1.04245425,6.8,23.77,4.86666666666667,0,380,48,215,785,4
CO008,2017-04-30T00:00:00,17.84,15.2158333333333,12.97,90.1,72.23875,55.29,0.96846075,0,20.69,8.66458333333333,0,83,1,42,1302,4
CO008,2017-05-01T00:00:00,23.1,15.3779166666667,7.29,95.4,62.9333333333333,25.92,1.71012375,0,18.58,4.20708333333333,0,490,450,251,241,4
CO008,2017-05-02T00:00:00,26.63,16.9883333333333,6.89,97.3,64.9366666666667,33.26,1.68774075,0,11.45,2.41391304347826,0,311,446,431,228,4
CO008,2017-05-03T00:00:00,29.9,19.6504166666667,9.57,96.9,59.0483333333333,23.62,1.677033,0,18.58,3.16434782608696,0,233,402,384,396,4
CO008,2017-05-04T00:00:00,30.84,20.2908333333333,9.97,94.9,59.0575,24.31,1.47133125,0,20.04,4.07434782608696,0,222,319,261,621,4
CO008,2017-05-05T00:00:00,23.57,19.08625,14.9,87.8,64.8620833333333,39.8,1.18904175,0,23.44,7.85125,0,146,57,173,1045,4
CO008,2017-05-06T00:00:00,24.44,17.7575,10.56,96.1,63.0933333333333,29.8,1.74423825,0,16.48,3.3675,0,427,333,285,375,4
CO008,2017-05-07T00:00:00,30.51,20.17625,9.43,91.1,51.37625,19.73,1.733571,0,19.55,3.42666666666667,0,236,417,447,319,4
CO008,2017-05-08T00:00:00,31.77,21.44375,9.76,87.8,47.89625,16.94,1.7305875,0,16.8,3.29,0,220,545,356,297,4
CO008,2017-05-09T00:00:00,27.5,19.4104166666667,10.43,85.4,55.5095833333333,30.18,1.724103,0,29.92,7.72125,0,164,297,207,752,4
CO008,2017-05-10T00:00:00,19.91,17.705,15.1,94.4,80.0116666666667,66.5,0.63424125,3.4,19.55,5.38708333333333,0,98,131,359,833,4
CO008,2017-05-11T00:00:00,21.44,16.52375,14.3,94.4,80.6758333333333,56.64,1.0370385,23.8,25.55,8.12541666666667,0,62,1,191,1171,4
CO008,2017-05-12T00:00:00,21.64,16.8633333333333,12.3,96.9,77.7941666666667,56.3,1.19073375,10.4,22.79,6.31083333333333,0,52,137,366,868,4
CO008,2017-05-13T00:00:00,23.03,18.6716666666667,15.3,85.1,66.8954166666667,47.66,1.28637,0,17.77,5.52583333333333,0,159,11,195,1058,4
CO008,2017-05-14T00:00:00,27.1,19.0045833333333,10.83,97.3,65.1375,24.63,1.7569575,0,13.56,3.02,0,311,571,347,190,4
CO008,2017-05-15T00:00:00,31.77,21.95,11.43,91.5,54.4783333333333,23.98,1.696491,0,15.5,2.93166666666667,0,369,469,352,223,4
CO008,2017-05-16T00:00:00,31.63,23.2045833333333,14.57,90.5,51.3925,22.2,1.48284,0,13.72,3.10086956521739,0,122,523,436,331,4
CO008,2017-05-17T00:00:00,28.47,21.215,14.1,86.2,78.895,64.18,0,0,5.46,1.2425,0,22,58,124,33,4
CO008,2017-05-30T00:00:00,30.43,28.009,23.22,39.66,31.2745454545455,25.14,1.982601,0,16.15,5.47454545454545,0,249,58,84,254,4
CO008,2017-05-31T00:00:00,33.3,24.71375,14.43,74.5,44.8275,24.37,1.80878625,0,17.77,3.68708333333333,0,282,469,358,305,4
CO008,2017-06-01T00:00:00,33.97,26.345,16.7,73.9,43.5095833333333,24.68,1.77311025,0,16.8,4.31,0,245,321,322,532,4
CO008,2017-06-02T00:00:00,34.77,27.5283333333333,18.37,75.5,43.5045833333333,24.82,1.724985,0,21.98,5.42083333333333,0,225,321,246,626,4
CO008,2017-06-03T00:00:00,32.9,27.0516666666667,21.37,61.78,40.3804166666667,18.61,1.81281375,0,19.07,7.17916666666667,0,241,1,67,1091,4
CO008,2017-06-04T00:00:00,29.71,24.81125,18.58,64,38.9979166666667,12.19,1.840248,0,26.36,8.25458333333333,0,205,27,76,1091,4
CO008,2017-06-05T00:00:00,30.37,23.6091666666667,12.96,76.1,40.6604166666667,19.04,1.86933825,0,19.88,4.80333333333333,0,358,282,209,554,4
CO008,2017-06-06T00:00:00,32.03,24.16875,13.16,73.7,40.26125,20.06,1.885338,0,15.02,3.38625,0,402,284,230,492,4
CO008,2017-06-07T00:00:00,35.58,26.0491666666667,13.76,78.6,40.97625,19.65,1.85850225,0,21.5,4.15863636363636,0,222,364,322,503,4
CO008,2017-06-08T00:00:00,36.85,27.0479166666667,14.63,66,34.30375,16.24,1.78300575,0,22.15,5.01166666666667,0,184,250,379,609,4
CO008,2017-06-09T00:00:00,34.31,27.8941666666667,18.63,61.55,34.8554166666667,19.65,1.54992375,0,16.15,4.735,0,284,134,147,858,4
CO008,2017-06-10T00:00:00,37.31,28.2333333333333,16.1,70.8,36.5825,18.34,1.80122625,0,16.31,4.14434782608696,0,217,309,342,555,4
CO008,2017-06-11T00:00:00,38.25,29.1133333333333,18.64,63.06,33.51625,16.65,1.742679,0,16.15,3.68416666666667,0,203,335,397,486,4
CO008,2017-06-12T00:00:00,39.39,29.0241666666667,17.1,57.51,31.6695833333334,11.74,1.84914,0,18.58,3.43913043478261,0,201,560,411,246,4
CO008,2017-06-13T00:00:00,37.45,28.17,17.24,70.7,43.2316666666667,19.65,1.81257075,0,16.64,4.11583333333333,0,262,341,292,525,4
CO008,2017-06-14T00:00:00,36.98,28.76,19.77,76.5,48.7375,26.85,1.768275,0,18.1,5.27166666666667,0,239,194,128,862,4
CO008,2017-06-15T00:00:00,40.72,31.17,22.3,63.44,41.4020833333333,20.08,1.86056325,0,14.37,4.00958333333333,0,428,113,186,693,4
CO008,2017-06-16T00:00:00,41.59,33.7304166666667,24.51,52.51,29.06,14.59,1.78402275,0,28.79,4.39125,0,343,495,344,229,4
CO008,2017-06-17T00:00:00,41.46,32.79,21.7,59.19,29.8729166666667,13.26,1.81435725,0,18.91,4.02208333333333,0,259,392,305,463,4
CO008,2017-06-18T00:00:00,40.72,32.28625,20.9,53.8,28.9741666666667,14.35,1.7756325,0,31.87,4.6625,0,220,396,419,385,4
CO008,2017-06-19T00:00:00,39.59,30.745,20.43,52.84,31.41625,18.36,1.8068625,0,31.54,4.01666666666667,0,207,477,449,293,4
CO008,2017-06-20T00:00:00,38.45,30.0625,19.37,59.91,35.1333333333333,19.51,1.7703315,0,16.8,3.5375,0,285,284,348,503,4
CO008,2017-06-21T00:00:00,37.25,29.215,18.7,64.53,39.6729166666667,21.11,1.7865585,0,22.79,5.02,0,189,277,278,667,4
CO008,2017-06-22T00:00:00,37.05,29.5733333333333,20.37,79.9,46.1145833333333,20.1,1.80461925,0,21.17,5.65782608695652,0,321,139,176,768,4
CO008,2017-06-23T00:00:00,37.98,30.08375,19.5,79.6,36.4166666666667,12.31,1.8429075,0,21.5,4.05791666666667,0,349,212,143,711,4
CO008,2017-06-24T00:00:00,40.99,31.0704166666667,18.31,56.88,28.1441666666667,11.85,1.69018875,0,19.39,3.85913043478261,0,371,500,371,175,4
CO008,2017-06-25T00:00:00,38.52,30.4095833333333,23.23,45.91,30.01,16.28,1.41817725,0,29.92,6.27041666666667,0,207,489,432,298,4
CO008,2017-06-26T00:00:00,34.64,27.3533333333333,17.64,67.59,35.5033333333333,13.95,1.85678325,0,22.63,5.98541666666667,0,149,234,286,758,4
CO008,2017-06-27T00:00:00,31.77,24.90625,16.44,64.53,47.01,25.79,1.72943325,0,23.28,8.09583333333333,0,232,61,121,1012,4
CO008,2017-06-28T00:00:00,28.64,23.6516666666667,18.84,69.37,54.1129166666667,36.28,1.67103,0,29.44,9.78375,0,85,1,78,1257,4
CO008,2017-06-29T00:00:00,27.57,22.0975,16.1,73,41.2254166666667,21.41,1.845891,0,25.06,7.62875,0,493,11,51,853,4
CO008,2017-06-30T00:00:00,27.77,21.2325,15.37,50.51,35.1120833333333,18.1,1.86818625,0,22.31,5.98086956521739,0,594,99,88,635,4
CO008,2017-07-01T00:00:00,31.23,22.4741666666667,10.83,61.61,32.9079166666667,13.97,1.8732645,0,24.25,5.29875,0,128,966,311,19,3
CO008,2017-07-02T00:00:00,33.97,24.3783333333333,11.36,56.95,30.7804166666667,11.82,1.87712325,0,25.71,4.08625,0,138,811,384,93,4
CO008,2017-07-03T00:00:00,36.04,26.2529166666667,14.03,59.76,32.8895833333333,17.15,1.8520245,0,17.93,3.58166666666667,0,147,484,422,368,4
CO008,2017-07-04T00:00:00,37.25,27.0125,14.3,62.45,33.5008333333333,14.67,1.8229635,0,21.34,4.45304347826087,0,239,319,436,432,4
CO008,2017-07-05T00:00:00,35.04,27.04625,18.17,73.9,48.3491666666667,25.43,1.65394575,0,21.17,6.06125,0,316,166,172,767,4
CO008,2017-07-06T00:00:00,25.76,23.0666666666667,20.7,76.7,70.2933333333333,63.47,0.82406925,0,21.34,6.16608695652174,0,422,151,176,675,4
CO008,2017-07-07T00:00:00,29.97,24.42375,19.5,72.5,47.4345833333333,25.57,1.66699125,0,21.82,6.80291666666667,0,291,15,36,1079,4
CO008,2017-07-08T00:00:00,31.3,24.66125,16.23,76.7,53.7641666666667,33.25,1.625121,0,19.23,7.02913043478261,0,232,87,131,972,4
CO008,2017-07-09T00:00:00,34.71,26.6,19.37,78.8,52.5725,26.6,1.77246675,0,18.1,5.16208333333333,0,439,11,44,931,4
CO008,2017-07-10T00:00:00,37.05,29.1320833333333,18.56,75.5,39.4529166666667,15.19,1.8111105,0,21.34,4.80875,0,419,192,115,699,4
CO008,2017-07-11T00:00:00,39.72,29.6491666666667,16.77,59.2,32.0945833333333,16.25,1.77657525,0,16.96,2.92173913043478,0,272,515,362,272,4
CO008,2017-07-12T00:00:00,43.26,29.557,18.9,57.96,30.5108333333333,10,1.72370925,0,14.86,2.325,0,346,443,366,269,4
CO008,2017-07-13T00:00:00,45.93,33.9845833333333,20.1,49.92,27.3775,10,1.73448675,0,22.79,3.03208333333333,0,195,395,370,459,4
CO008,2017-07-14T00:00:00,44.4,33.0858333333333,18.64,48.28,26.262380952381,10,1.78562475,0,20.53,4.31521739130435,0,124,384,314,605,4
CO008,2017-07-15T00:00:00,39.39,31.5604166666667,20.3,64.59,36.6475,17.55,1.69887375,0,23.77,5.28458333333333,0,242,166,208,807,4
CO008,2017-07-16T00:00:00,39.32,31.4254166666667,22.63,76.1,43.4883333333333,15.11,1.729926,0,14.69,4.08416666666667,0,270,227,252,667,4
CO008,2017-07-17T00:00:00,39.32,30.2595833333333,20.96,64.64,36.8291666666667,16.2,1.4148,0,18.91,3.48541666666667,0,292,322,383,421,4
CO008,2017-07-18T00:00:00,39.85,30.6804166666667,18.97,60.21,32.6295833333333,14.48,1.5340365,0,22.79,5.22583333333333,0,160,272,295,692,4
CO008,2017-07-19T00:00:00,34.31,28.8095833333333,23.03,62.97,42.5245833333333,22.29,1.737747,0,21.17,7.15625,0,199,25,109,1095,4
CO008,2017-07-20T00:00:00,33.17,27.0116666666667,20.9,68.74,43.4920833333333,21.82,1.76683275,0,20.36,6.23695652173913,0,292,75,76,979,4
CO008,2017-07-21T00:00:00,30.97,24.7383333333333,18.84,69.88,43.6283333333333,16.61,1.75544325,0,21.01,6.59875,0,186,1,45,1181,4
CO008,2017-07-22T00:00:00,35.31,25.6083333333333,13.43,74.6,39.4125,10,1.7893035,0,14.37,3.29,0,366,340,178,539,4
CO008,2017-07-23T00:00:00,36.85,28.6320833333333,17.1,56.97,29.8854166666667,10,1.78498575,0,15.02,4.45,0,390,180,193,661,4
CO008,2017-07-24T00:00:00,38.58,30.1825,17.96,51.84,26.78875,14.59,1.74021975,0,17.93,4.26291666666667,0,425,185,165,640,4
CO008,2017-07-25T00:00:00,38.32,29.66125,17.44,60.13,32.7775,13.13,1.670274,0,17.61,4.19875,0,304,227,295,596,4
CO008,2017-07-26T00:00:00,34.44,27.7691666666667,18.49,61.34,38.10125,21.09,1.3123665,0,16.31,3.39625,0,296,331,247,549,4
CO008,2017-07-27T00:00:00,39.05,29.3845833333333,17.64,61.79,34.8875,14.99,1.63821825,0,22.96,3.59916666666667,0,252,316,315,539,4
CO008,2017-07-28T00:00:00,40.32,31.2129166666667,17.63,56.62,25.9283333333333,10,1.71340425,0,15.02,3.37291666666667,0,277,297,245,601,4
CO008,2017-07-29T00:00:00,40.59,30.7066666666667,16.5,49.94,22.6745833333333,10,1.7428185,0,18.26,3.74666666666667,0,198,318,314,593,4
CO008,2017-07-30T00:00:00,40.19,31.285,18.56,46.67,26.4,12.17,1.70814375,0,21.34,4.77391304347826,0,174,311,233,701,4
CO008,2017-07-31T00:00:00,36.71,29.3566666666667,19.3,59.69,33.0358333333333,15.86,1.70098425,0,22.63,5.62916666666667,0,335,207,123,761,4
CO008,2017-08-01T00:00:00,33.1,26.6291666666667,17.56,60.62,35.3633333333333,19.41,1.334727,0,19.23,4.03,0,248,205,255,714,4
CO008,2017-08-02T00:00:00,37.38,27.33875,14.7,64.33,32.0641666666667,11.19,1.7232705,0,16.15,2.52625,0,273,454,334,361,4
CO008,2017-08-03T00:00:00,40.52,29.06625,15.63,54.8,27.49875,10,1.7183205,0,15.02,1.92208333333333,0,209,531,450,236,4
CO008,2017-08-04T00:00:00,42.19,31.3016666666667,16.57,50.41,24.8266666666667,10,1.70954325,0,12.91,1.77916666666667,0,259,311,466,386,4
CO008,2017-08-05T00:00:00,41.46,34.19875,22.1,51.35,25.3308333333333,12.15,1.6740945,0,20.2,5.43727272727273,0,206,184,222,809,4
CO008,2017-08-06T00:00:00,41.26,32.8870833333333,20.49,52.05,25.0586956521739,10,1.68855975,0,20.2,4.82739130434783,0,233,224,229,737,4
CO008,2017-08-07T00:00:00,39.92,32.79125,24.04,35.6,21.8245833333333,12.47,1.4513445,0,21.66,5.73166666666667,0,309,200,194,721,4
CO008,2017-08-08T00:00:00,35.38,28.2408333333333,17.69,45.72,20.3154166666667,10,1.687914,0,19.23,4.32625,0,359,280,210,572,4
CO008,2017-08-09T00:00:00,33.77,25.0278260869565,12.56,46.92,26.8858333333333,11.39,1.6692975,0,20.85,4.99166666666667,0,137,249,326,712,4
CO008,2017-08-10T00:00:00,34.44,26.0420833333333,15.17,62.99,39.7225,18.41,1.62976725,0,18.58,4.33916666666667,0,239,483,378,321,4
CO008,2017-08-11T00:00:00,36.38,26.7854166666667,15.97,76,43.2320833333333,12.28,1.62949725,0,15.67,2.34583333333333,0,274,472,390,275,4
CO008,2017-08-12T00:00:00,36.71,26.6795833333333,15.97,68.11,42.4625,21.08,1.60004475,0,19.07,2.9975,0,216,383,409,414,4
CO008,2017-08-13T00:00:00,37.18,27.29875,16.77,69.31,43.60625,20.54,1.570806,0,16.96,3.73090909090909,0,209,400,411,404,4
CO008,2017-08-14T00:00:00,35.44,28.275,19.43,74.5,47.4075,28.11,1.51133625,0,15.34,3.60041666666667,0,351,229,300,543,4
CO008,2017-08-15T00:00:00,36.98,29.7854166666667,20.9,74.1,45.5616666666667,25.9,1.47996,0,20.36,3.79,0,282,160,203,782,4
CO008,2017-08-16T00:00:00,38.58,29.5845833333333,17.96,67.46,32.2725,11.4,1.56044025,0,17.93,3.36086956521739,0,334,338,266,484,4
CO008,2017-08-17T00:00:00,39.18,29.2308333333333,15.97,54.33,29.0391666666667,12.91,1.548792,0,16.48,3.28217391304348,0,237,316,395,475,4
CO008,2017-08-18T00:00:00,39.85,30.78125,19.63,67.37,36.7491666666667,12.62,1.558116,0,14.53,2.64608695652174,0,247,391,316,468,4
CO008,2017-08-19T00:00:00,40.72,31.42125,19.83,59.5,34.3716666666667,14.13,1.50989625,0,17.12,3.34333333333333,0,322,327,324,454,4
CO008,2017-08-20T00:00:00,39.45,30.5170833333333,20.76,69.22,43.69375,22.51,1.48825125,0,18.26,3.65875,0,273,313,357,477,4
CO008,2017-08-21T00:00:00,37.45,29.9208333333333,21.1,76.4,44.8129166666667,18.72,1.521945,0,21.17,3.97916666666667,0,386,173,303,561,4
CO008,2017-08-22T00:00:00,37.51,29.555,19.16,70.4,39.415,16.85,1.503729,0,18.42,4.75916666666667,0,211,263,408,536,4
CO008,2017-08-23T00:00:00,39.05,30.4245833333333,18.83,55.37,29.9308333333333,15.86,1.5111405,0,17.93,4.05958333333333,0,281,279,286,577,4
CO008,2017-08-24T00:00:00,39.32,30.4720833333333,19.03,54.84,28.5516666666667,11.46,1.4505705,0,19.39,4.04875,0,260,253,252,660,4
CO008,2017-08-25T00:00:00,38.52,30.4129166666667,21.9,45.66,28.2920833333333,13.71,1.221687,0,15.99,3.56458333333333,0,247,321,252,604,4
CO008,2017-08-26T00:00:00,36.45,29.7725,21.76,49.34,32.6725,20.96,1.093302,0,15.67,2.71208333333333,0,321,388,400,313,4
CO008,2017-08-27T00:00:00,30.57,27.405,23.83,69.77,50.3683333333333,32.35,0.55700775,0.8,28.95,5.76291666666667,0,219,424,371,411,4
CO008,2017-08-28T00:00:00,24.96,20.6425,17.49,99,80.6683333333333,59.49,0.36846675,24,11.29,2.69130434782609,0,84,664,333,342,4
CO008,2017-08-29T00:00:00,26.03,20.65875,16.57,95.7,76.7966666666667,47.31,1.06750575,2,18.1,3.77347826086956,0,318,234,219,653,4
CO008,2017-08-30T00:00:00,28.76,22.5779166666667,17.5,95.5,70.695,40.77,1.3468185,0,12.91,2.18333333333333,0,171,425,419,405,4
CO008,2017-08-31T00:00:00,20.84,18.995,17.7,94.7,88.55,83.1,,0,7.24,0.9975,0,29,83,85,39,4
CO008,2017-09-13T00:00:00,35.64,30.812,20.71,36.07,24.0326666666667,15.59,1.72509507692308,0,26.2,4.659375,0,164,118,181,479,4
CO008,2017-09-14T00:00:00,33.1,25.9775,16.5,79.2,43.8695833333333,22.01,1.31435775,0,15.83,4.66416666666667,0,148,245,222,808,4
CO008,2017-09-15T00:00:00,28.97,23.7208333333333,17.63,70.9,40.2625,18.34,1.3486455,0,19.88,7.09458333333333,0,195,48,95,1085,4
CO008,2017-09-16T00:00:00,26.9,20.8029166666667,11.29,74.2,37.5525,19.1,1.381761,0,21.5,5.42041666666667,0,260,80,131,939,4
CO008,2017-09-17T00:00:00,28.49,19.8808333333333,9.22,79,44.8441666666667,17.89,1.347786,0,16.15,2.98083333333333,0,242,300,306,567,4
CO008,2017-09-18T00:00:00,29.23,20.8958333333333,9.56,71.9,42.5066666666667,21.33,1.330335,0,18.74,4.34695652173913,0,241,215,298,666,4
CO008,2017-09-19T00:00:00,30.63,20.97125,11.56,86.9,51.7983333333333,18.81,1.30712175,0,11.45,1.64173913043478,0,193,490,460,279,4
CO008,2017-09-20T00:00:00,31.7,21.97625,11.23,78.3,43.0191666666667,17.62,1.28025675,0,15.18,2.6652380952381,0,162,420,455,384,4
CO008,2017-09-21T00:00:00,31.9,22.9108333333333,11.23,69.55,36.41375,17.56,1.27547775,0,24.74,2.80916666666667,0,183,365,435,442,4
CO008,2017-09-22T00:00:00,31.63,23.1895833333333,12.96,70.5,40.9158333333333,18.62,1.24854975,0,19.23,2.81166666666667,0,389,335,373,330,4
CO008,2017-09-23T00:00:00,30.77,22.7866666666667,14.76,79.7,54.2754166666667,30.62,1.206342,0,13.56,2.00652173913043,0,216,459,522,226,4
CO008,2017-09-24T00:00:00,31.77,23.3483333333333,14.3,83.6,52.2654166666667,27.76,1.23414525,0,13.24,2.30217391304348,0,206,449,414,351,4
CO008,2017-09-25T00:00:00,32.37,24.20625,14.1,82.3,45.7829166666667,18.95,1.23495075,0,19.23,3.34304347826087,0,222,287,310,604,4
CO008,2017-09-26T00:00:00,30.97,21.9270833333333,10.69,79,40.6291666666667,15.51,1.272348,0,17.77,2.69083333333333,0,288,406,345,385,4
CO008,2017-09-27T00:00:00,27.17,20.5733333333333,12.36,66.72,48.2933333333333,32.26,0.61209,0,9.19,1.675,0,118,458,492,346,4
CO008,2017-09-28T00:00:00,29.96,23.6179166666667,17.43,80.2,55.8308333333333,31.95,0.73462725,0,11.62,2.256,0,124,403,458,434,4
CO008,2017-09-29T00:00:00,31.17,24.0120833333333,17.83,76.7,53.8733333333333,31.93,1.12745925,0,11.94,2.2,0,231,421,436,334,4
CO008,2017-09-30T00:00:00,31.23,23.0758333333333,14.43,84.5,54.6325,29.29,1.058211,0,11.94,2.06739130434783,0,325,416,366,309,4
CO008,2017-10-01T00:00:00,32.77,23.69125,14.43,80,48.91375,23.12,1.00709775,0,16.48,2.46045454545455,0,203,685,438,101,4
CO008,2017-10-02T00:00:00,32.37,23.5820833333333,14.3,75.6,50.6620833333333,27.74,1.1473245,0,23.28,3.84363636363636,0,101,743,462,116,4
CO008,2017-10-03T00:00:00,32.17,23.39375,14.43,83.6,55.7083333333333,28.61,1.147248,0,13.88,2.40428571428571,0,137,456,469,362,4
CO008,2017-10-04T00:00:00,32.24,23.5691666666667,15.1,81.9,56.4779166666667,33.42,1.113768,0,16.96,3.20173913043478,0,175,449,417,380,4
CO008,2017-10-05T00:00:00,32.57,23.215,14.5,87,54.3916666666667,19.7,1.1467755,0,15.99,2.46391304347826,0,131,572,564,157,4
CO008,2017-10-06T00:00:00,33.64,21.1481818181818,11.83,85.5,51.9704166666667,18.12,1.1092635,0,14.05,1.54318181818182,0,228,511,518,162,3
CO008,2017-10-07T00:00:00,32.17,23.0504166666667,13.23,74.6,47.9133333333333,27,1.0886265,0,15.02,2.92913043478261,0,159,386,451,423,4
CO008,2017-10-08T00:00:00,30.77,21.7170833333333,13.09,84.4,55.6029166666667,28.41,1.05585975,0,10.64,1.73590909090909,0,159,527,516,220,4
CO008,2017-10-09T00:00:00,31.97,20.8941666666667,11.56,84.7,50.0958333333333,15.19,1.085382,0,12.26,1.64842105263158,0,148,413,557,304,4
CO008,2017-10-10T00:00:00,31.9,21.1541666666667,10.56,77.3,43.91125,18.61,1.054863,0,11.13,1.71,0,253,446,428,287,4
CO008,2017-10-11T00:00:00,33.24,21.6504166666667,10.76,76.4,42.1391666666667,14.9,1.05138225,0,16.15,1.67791666666667,0,253,353,434,381,4
CO008,2017-10-12T00:00:00,32.7,21.9133333333333,13.76,62.7,41.32625,20.75,0.621621,0,9.35,1.2575,0,208,416,531,267,4
CO008,2017-10-13T00:00:00,33.44,20.885,11.43,72.4,44.8466666666667,14.9,0.688725,0,13.56,1.5395,0,149,420,509,342,4
CO008,2017-10-14T00:00:00,33.64,22.0729166666667,11.76,69.22,41.7133333333333,17.28,0.76375575,0,10.81,1.4595,0,248,454,564,161,4
